"ocl";"chl";"chl2";"chl3";"chl4";"chl1a";"chl2a";"chl3a";"el";"bins"
"Crepidula crepidula";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crepidula fornicata.2";-3.04452243772342;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Crepidula maculosa.1";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Crepidula phalaena";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crepidula plana.2";-3.27714473299218;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Crepidula princeps";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Crepidula radiata";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Crepipatella dilatata";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Crepitacella cepula.1";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;16
"Crucibulum auricula";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Crucibulum imbricatum";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Crucibulum marense";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crucibulum multilineatum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Crucibulum ramosum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crucibulum subsutum";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Cryptomya californica";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Cryptonatica affinis";-3.65325227647078;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Cryptonatica janthostoma";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Cryptopecten phrygium";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ctena decorata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ctena galapagana";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Ctena speciosa";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Ctena vendryesi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ctenactis echinata";-3.72569342723665;-0.405465108108164;NA;NA;NA;-1;NA;NA;1;16
"Cultellus cultellatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cupuladria biporosa.2";-4.58496747867057;0;0;-0.693147180559945;NA;0;0;-1;0;16
"Cupuladria canariensis.2";-3.09104245335832;1.09861228866811;0.405465108108165;1.09861228866811;NA;1;0;1;0;16
"Cyathoseris lophiophora";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Cycladicama semiasperoides.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Cyclinella subquadrata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyclinella tenuis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Cyclocardia granulata";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Cyclocardia myogadaniensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyclocardia orbicularis.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Cyclocardia scalaris";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cyclocardia terryi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyclocardia velutinus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cyclopecten guppyi.2";-3.72569342723665;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;1;16
"Cyclopecten nanus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyclopecten oligolepis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cycloseris cyclolites";-3.35689712276557;0;NA;NA;NA;0;NA;NA;0;16
"Cycloseris somervillei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyclostrema cingulifera";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyclostremiscus puntagordensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cylichna cylindracea.3";-4.58496747867057;0;0;0;0;0;0;0;0;16
"Cylichnella bidentata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cymia carinifera";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Cymia javanica";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyphastrea chalcidicum";-2.7408400239252;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Cyphastrea japonica";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyphastrea microphthalma";-4.29387824789717;-0.510825623765991;NA;NA;NA;-1;NA;NA;0;16
"Cyphastrea serailia";-3.00638956802798;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Cyphastrea wanneri";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Cyphoma carolae";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyphonella nodosa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cypraeorbis carolinensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cyrtodaria angusta";-5.28320372873799;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Daira perlata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Danilia otaviana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Demoulia conglobata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dendostrea folium.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;16
"Dendostrea guppyi.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Dendostrea vespertina";-3.30810695859614;-0.287682072451781;NA;NA;NA;-1;NA;NA;1;16
"Dendraster cedrosensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dendraster diegoensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dentalium attenuatum";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Dentalium glaucoterrarum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dentalium gonatodes";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dentalium sexangulum";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Dentalium tegalense";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dermomurex jani";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dermomurex pauperculus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dermomurex scalaroides";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Diacria bisulcata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dichocoenia stokesii.2";-4.35926964755127;0;-0.693147180559945;0;NA;0;-1;0;0;16
"Dichocoenia tuberosa.1";-3.09104245335832;1.09861228866811;0.405465108108165;NA;NA;1;0;NA;0;16
"Dictyaraea anomala.2";-4.43081679884332;-1.38629436111989;-1.38629436111989;-0.693147180559945;NA;-1;-1;0;1;16
"Digitaria digitaria";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Digitaria forbesi";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Diodora alumensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Diodora auroraensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Diodora carolinensis";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Diodora cayenensis";-3.16758253048065;0.287682072451781;NA;NA;NA;1;NA;NA;0;16
"Diodora gibberula";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Diodora italica.3";-3.72569342723665;-0.405465108108164;0.693147180559946;1.11022302462516e-15;-0.693147180559944;-1;0;-1;1;16
"Diodora meta";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Diodora redimicula";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Diploastrea heliopora.1";-4.58496747867057;0.22314355131421;NA;NA;NA;1;NA;NA;0;16
"Diplodonta brocchii";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Diplodonta rotundata.2";-3.72569342723665;0.693147180559945;0;NA;NA;1;0;NA;0;16
"Diplodonta soror";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Diplodonta subvexa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Diplodonta usta.2";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Diploria labyrinthiformis";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;16
"Diploria sarasotana";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Diploria zambensis.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;0;16
"Dipsastraea favus";-3.46573590279973;-0.405465108108164;NA;NA;NA;-1;NA;NA;0;16
"Dipsastraea pallida.1";-3.02801793705196;0.693147180559945;1.38629436111989;NA;NA;1;2;NA;0;16
"Dipsastraea speciosa";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;16
"Discinisca lugubris";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Distorsio cancellina";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Distorsio clathrata.3";-3.46573590279973;-0.22314355131421;0.470003629245735;0.470003629245735;0.470003629245735;-1;0;0;0;16
"Distorsio decussata.2";-3.16758253048065;-0.405465108108164;0.693147180559946;1.11022302462516e-15;NA;-1;0;-1;0;16
"Distorsio mcgintyi.3";-3.09104245335832;0.287682072451781;0.980829253011726;0.287682072451781;0.980829253011726;1;2;1;0;16
"Distorsio reticulata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Distorsio simillima.3";-3.72569342723665;-0.405465108108164;0;-0.405465108108164;0.693147180559946;-1;0;-1;1;16
"Divalinga eburnea";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Divalinga quadrisulcata.2";-2.18605127673809;1.6094379124341;1.6094379124341;0.916290731874155;NA;1;1;0;0;16
"Donax emmonsi";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Donax fossor";-4.17438726989563;0;NA;NA;NA;0;NA;NA;0;16
"Donax vagus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Dosinia acetabulum.3";-3.09104245335832;0.405465108108164;1.09861228866811;0.693147180559945;1.79175946922805;1;2;1;0;16
"Dosinia boettgeri.2";-3.72569342723665;0.693147180559945;0.693147180559945;-0.405465108108165;NA;1;1;0;1;16
"Dosinia concentrica";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Dosinia exoleta.3";-4.43081679884332;0;-0.693147180559945;0;0;0;-1;0;1;16
"Dosinia lupina.1";-3.72569342723665;0;NA;NA;NA;0;NA;NA;0;16
"Dosinia lupines";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Dosinia ponderosa.3";-2.78809290877575;0.287682072451781;0.287682072451781;0.287682072451781;0.980829253011726;1;1;1;0;16
"Dosinia pseudoargus";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Dosinia radiata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Dosinia tomikawensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Drupa fiscella";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Eburna speciosa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Eburna venezuelana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Echinocardium orthonotum";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Echinometra lucunter";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Echinopora gemmacea";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Echinopora lamellosa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;16
"Ecphora quadricostata.2";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Elaeocyma braunsi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Elongaria orientalis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Elphidium crispum.3";-3.88156379794344;0.693147180559945;0;0.693147180559945;0.693147180559945;1;0;1;0;16
"Elphidium discoidale";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Elphidium striatopunctatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Emarginula fissura";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Emarginula solidula";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Encope macrophora";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Encope micropora";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Encope tenuis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Ensis directus.2";-2.7408400239252;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Ensis hausmanni";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Epitonium biroi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Epitonium candeanum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Epitonium cedrosensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Epitonium clathratulum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Epitonium foliaceicostum";-4.21950770517611;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Epitonium multistriatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Epitonium scalare";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Epitonium venezuelense";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Erato elongata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Erato hindlei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Erato maugeriae";-3.88156379794344;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Erato pernana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Erato subalata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ergaea walshi";-4.58496747867057;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Erosaria eburnea";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Erosaria helvola.1";-2.7408400239252;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Erronea mbalavuensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ervilia antilleana";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Ervilia nitens";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Erycina depressa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Euclathurella vendryesiana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Euclia codazzii.2";-3.72569342723665;0.693147180559945;-0.405465108108165;-0.405465108108165;NA;1;0;0;1;16
"Euclia leuzingeri.1";-3.72569342723665;0.693147180559945;0;NA;NA;1;0;NA;1;16
"Eucrassatella antillarum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Eucrassatella reevei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Eucrassatella speciosa";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Eunaticina papilla.2";-4.43081679884332;0;0;0;NA;0;0;0;0;16
"Eupleura caudata";-4.06731588983418;0;NA;NA;NA;0;NA;NA;0;16
"Eurytellina alternata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Eurytellina ecuadoriana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Eurytellina laplata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Eurytellina nitens";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Eurytellina panamanensis";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Eurytellina punicea.3";-3.88156379794344;-0.405465108108164;-0.405465108108164;0.287682072451781;0.287682072451781;-1;-1;0;0;16
"Euspira guamblinensis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Euspira muriciformis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Euthria cornea";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Euvola bowdenensis.3";-3.72569342723665;0;0.693147180559945;-0.405465108108165;0.693147180559945;0;1;0;1;16
"Euvola keepi";-3.72569342723665;-0.405465108108164;NA;NA;NA;-1;NA;NA;1;16
"Euvola vogdesi";-4.17438726989563;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Euvola ziczac";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Evalea antilleana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Evalea mareana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fartulum venezuelanum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fasciolaria hollisteri";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fasciolaria rhomboidea";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fasciolaria semistriata.1";-3.72569342723665;0;0;NA;NA;0;0;NA;1;16
"Favartia macgintyi.1";-3.51154543883102;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;16
"Favia denticulata";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Favia fragum.1";-4.17438726989563;0;0;NA;NA;0;0;NA;0;16
"Favites abdita";-3.16758253048065;0.510825623765991;NA;NA;NA;1;NA;NA;0;16
"Favites aegyptorum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Favites chinensis";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;16
"Favites pentagona.1";-3.88156379794344;0;0.693147180559945;NA;NA;0;1;NA;0;16
"Ficus carbasea.2";-3.72569342723665;0.693147180559945;0;-0.405465108108164;NA;1;0;-1;1;16
"Ficus jacksonensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ficus pilsbryi.2";-4.43081679884332;0;0;-0.693147180559945;NA;0;0;-1;1;16
"Ficus subintermedia";-3.30810695859614;1.09861228866811;NA;NA;NA;1;NA;NA;1;16
"Ficus ventricosus";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Finella pupoides";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fissurella concolor";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fissurella perisca";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fissurella peruviana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Flabellipecten alessii";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Flabellipecten carrizoensis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Flabellipecten flabelliformis";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Flabellipecten fraterculus.3";-4.43081679884332;0;-0.693147180559945;-1.09861228866811;-1.09861228866811;0;-1;-2;1;16
"Flabellipecten refugioensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Flabellipecten stearnsii";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;16
"Flabellum distinctum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Flabellum insulindae";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Flabellum pavoninum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Flabellum rubrum";-5.97888576490112;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Forreria belcheri";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Fortipecten hallae";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fortipecten kenyoshiensis";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Fortipecten takahashii.1";-4.43081679884332;-0.693147180559945;-1.38629436111989;NA;NA;-1;-2;NA;1;16
"Fulgoraria hirasei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fulgoraria prevostiana";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Fungia concinna";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Fungia fungites.1";-5.28320372873798;0;0;NA;NA;0;0;NA;0;16
"Fungia inaequicostata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Fungia repanda";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;16
"Fusimitra sanctifrancisci";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fusimitra swainsoni";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fusinus closter";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Fusinus dilectus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fusinus longirostris";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fusinus remondi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fusinus vonderschmidti";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Fusiturricula springvaleensis.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Gadila playagrandensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Galaxea astreata.2";-3.46573590279973;0.287682072451781;NA;NA;NA;1;NA;NA;0;16
"Galeodea bicatenata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Ganesella martini";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gardineroseris planulata";-3.65325227647078;0;NA;NA;NA;0;NA;NA;0;16
"Gari depressa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gari fervensis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Gastrana laminosa";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Gastrochaena dubia.1";-3.72569342723665;0;0;NA;NA;0;0;NA;1;16
"Gemma magna";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Gemmula contigua";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Gemmula dertocarinulata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gemmula kieneri.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Gemmula monilifera";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Gemmula rotata";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Gemmula speciosa";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Gemmula totomiensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gemmula vanningeni";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gibberula cuneata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gibberula lavalleeana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gibbula magus.1";-4.58496747867057;-0.693147180559945;0;NA;NA;-1;0;NA;0;16
"Glans ampla";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glans scabricostata.1";-3.72569342723665;0;0.693147180559945;NA;NA;0;1;NA;1;16
"Glans scaldensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glibertia prosperi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Globigerina bulloides.1";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Globigerinoides ruber";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Globivenus rigida";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Glossus fraterna.3";-4.43081679884332;0;0;-0.693147180559945;0;0;0;-1;1;16
"Glossus humanus.2";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Glycymeris albolineata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris americana";-3.16758253048065;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Glycymeris bimaculata.3";-3.72569342723665;0;0;0.405465108108165;0.405465108108165;0;0;1;1;16
"Glycymeris carbasina";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris decussata";-4.17438726989563;-1.38629436111989;NA;NA;NA;-1;NA;NA;0;16
"Glycymeris delessertii";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris duplinensis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Glycymeris glycymeris.1";-3.46573590279973;0;0;NA;NA;0;0;NA;0;16
"Glycymeris inflata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris inflatus.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris insubrica";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris jamaicensis.2";-3.72569342723665;0.693147180559945;0;0;NA;1;0;0;1;16
"Glycymeris lloydsmithi.1";-4.43081679884332;-0.693147180559945;0;NA;NA;-1;0;NA;1;16
"Glycymeris obovata.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris ovata";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Glycymeris pilosa";-3.16758253048065;0;NA;NA;NA;0;NA;NA;0;16
"Glycymeris radiolyrata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Glycymeris rotunda.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Glycymeris undata";-4.43081679884332;-1.09861228866811;NA;NA;NA;-1;NA;NA;0;16
"Glycymeris variabilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Glycymeris yessoensis.2";-3.72569342723665;-0.405465108108164;0.287682072451781;0.287682072451781;NA;-1;0;0;1;16
"Glyptoactis wendellwoodringi";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Goniastrea edwardsi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;16
"Goniastrea pectinata";-3.04452243772342;1.38629436111989;NA;NA;NA;1;NA;NA;0;16
"Goniastrea retiformis";-3.09557760852371;0.980829253011726;NA;NA;NA;1;NA;NA;0;16
"Goniopora imperatoris.3";-3.51154543883102;0;-0.405465108108164;0.693147180559946;0.693147180559946;0;-1;0;0;16
"Goniopora planulata.1";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Goniopora tenuidens.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Goodallia triangularis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gordanops baranoanus.2";-3.72569342723665;0.693147180559945;0;0;NA;1;0;0;1;16
"Gouldia alta";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Gouldia minima.3";-3.16758253048065;0.693147180559945;0.693147180559945;-0.693147180559945;-0.693147180559945;1;1;0;0;16
"Gypsina globulus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
