"","genus","phylum","class","order","family","fad","lad","logsize","logvol"
"114218","Isopoma","Brachiopoda","Rhynchonellata","Rhynchonellida","Aseptorhynchiidae",419.2,382.7,0.981969534880922,2.36140515686579
"114225","Isorropodon","Mollusca","Bivalvia","Veneroida","Trapeziidae",5.333,5.333,1.67209785793572,4.26938110448623
"114226","Isorthis","Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae",453,393.3,1.39654803798713,3.56005866847425
"114436","Isorthis (Arcualla)","Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae",438.5,410.8,1.39654803798713,3.56005866847425
"114454","Isorthis (Isorthis)","Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae",419.2,419.2,1.3155505344219,3.32587396918919
"114460","Isorthis (Ovalella)","Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae",445.2,438.5,1.27044590801796,3.19546484661338
"114473","Isorthoceras","Mollusca","Cephalopoda","Orthocerida","Proteoceratidae",458.4,438.5,1.98159211721408,5.08766123120693
"114483","Isospinatrypa","Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",393.3,393.3,1.25827801524303,3.1602843264121
"114484","Isoteloides","Arthropoda","Trilobita","Asaphida","Asaphidae",485.4,458.4,1.60102731514449,3.42488893231556
"114497","Isotelus","Arthropoda","Trilobita","Asaphida","Asaphidae",458.4,445.2,1.74678983215261,3.8327547509103
"114618","Istiophorus","Chordata","bony fish","Perciformes","Istiophoridae",15.97,1,3.54157924394658,8.49835924113114
"114620","Istreites","Mollusca","Cephalopoda","Ceratitida","Ptychitidae",242,242,1.67449371729635,4.2552080182519
"114627","Itieria","Mollusca","Gastropoda","Heterostrophia","",152.1,125,2.19920647916166,5.75832909806859
"114629","Itruvia","Mollusca","Gastropoda","Heterostrophia","",83.6,83.6,1.75073975123535,4.44159724218002
"114630","Ityophorus","Arthropoda","Trilobita","Asaphida","Ityophoridae",453,453,0.940184328524861,1.57574917243348
"114631","Ivanothyris","Brachiopoda","Rhynchonellata","Spiriferida","Delthyrididae",419.2,419.2,1.33425264233423,3.3799465927228
"114634","Ivdelinia","Brachiopoda","Rhynchonellata","Pentamerida","Gypidulidae",419.2,387.7,1.57680189582891,4.0812191195449
"114660","Izumia","Mollusca","Bivalvia","Cardiida","Arcticidae",83.6,72.1,1.22750106497143,3.00567553262683
"114665","Jaanussonites","Brachiopoda","Strophomenata","Billingsellida","Gonambonitidae",467.3,467.3,1.462896900288,3.69588048932423
"114666","Jacobites","Mollusca","Cephalopoda","","Kossmaticeratidae",83.6,72.1,2.11720498609278,5.45526773272687
"114669","Jacobulus","Chordata","bony fish","Amiiformes","Parasemionotidae",252.17,252.17,1.90308998699194,3.79443737593487
"114671","Jagolucina","Mollusca","Bivalvia","Lucinida","Lucinidae",66,59.2,1.29047981333067,3.18468401057755
"114679","Jakutochonetes","Brachiopoda","Strophomenata","Productida","Rugosochonetidae",295.5,272.3,1.12483014941386,2.73313793386133
"114695","Jakutoproductus","Brachiopoda","Strophomenata","Productida","Productellidae",315.2,272.3,1.6307328928172,4.17384187395732
"114767","Jamesonites","Mollusca","Cephalopoda","Ammonitida","Polymorphitidae",190.8,190.8,2.40654018043396,6.23957013291784
"114770","Janeia","Mollusca","Bivalvia","Solemyida","Solemyidae",430.5,254.17,1.33445375115093,3.30967391405741
"114822","Janiceps","Brachiopoda","Rhynchonellata","Athyridida","Athyrididae",259.9,254.17,1.32878720035453,3.36414458858517
"114844","Janiopsis","Mollusca","Gastropoda","Neogastropoda","Buccinidae",61.6,1,1.68592079219454,4.2512839303559
"114856","Janius","Brachiopoda","Rhynchonellata","Spiriferida","Cyrtiidae",433.4,393.3,1.46805179145424,3.76679448459681
"114875","Janthina","Mollusca","Gastropoda","Ptenoglossa","Janthinidae",5.333,1,1.37364747220922,3.33442610665504
"114881","Janusella","Arthropoda","Ostracoda","Podocopida","Krausellidae",419.2,419.2,0.168693863576989,-0.332948005025391
"114882","Japonites","Mollusca","Cephalopoda","Ceratitida","Gymnitidae",247.2,247.2,2.19589965240923,5.66858576966585
"114905","Jarovathyris","Brachiopoda","Rhynchonellata","Athyridida","Athyrididae",430.5,419.2,1.04473569745051,2.54287834134237
"114914","Jasperoceras","Mollusca","Cephalopoda","Tarphycerida","Trocholitidae",467.3,467.3,1.48742121135947,3.74810961375217
"114915","Jauberticeras","Mollusca","Cephalopoda","","Tetragonitidae",113,113,1.44978684698577,3.64609394858165
"114917","Jaworskiella","Mollusca","Bivalvia","Trigoniida","Laevitrigoniidae",199.3,190.8,2.01703333929878,5.24981302983646
"114927","Jedria","Mollusca","Gastropoda","Archaeogastropoda","Naticopsidae",393.3,237,1.27955288115039,3.05815734957942
"114938","Jenningsina","Arthropoda","Ostracoda","Podocopida","Quasillitidae",407.6,387.7,-0.199872328478839,-1.35594697081561
"114948","Jezercia","Brachiopoda","Rhynchonellata","Orthida","Chrustenoporidae",458.4,440.8,1.01410032151962,2.45430355836672
"114960","Jiia","Arthropoda","Trilobita","Asaphida","Remopleurididae",485.4,485.4,1.45973164785605,3.02952204249108
"114962","Jilinmartinia","Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae",315.2,279.3,1.73191094211687,4.52967942711582
"114966","Jimboiceras","Mollusca","Cephalopoda","","Desmoceratidae",83.6,83.6,2.04875245769949,5.26971311176122
"114967","Jinomarginifera","Brachiopoda","Strophomenata","Productida","Productellidae",259.9,259.9,1.48353975255132,3.75466696355943
"114969","Jivinella","Brachiopoda","Rhynchonellata","Orthida","Eoorthidae",485.4,485.4,1.06584636573573,2.60391473489121
"114973","Joannites","Mollusca","Cephalopoda","Ceratitida","Joannitidae",242,228,2.2405492482826,5.78961765896221
"115027","Jogjacartanus","Mollusca","Gastropoda","Neotaenioglossa","",47.8,47.8,1.73759016628572,4.40298907725559
"115028","Johndearia","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae",290.1,265.1,1.93580945380993,5.11920267837329
"115087","Johnmartinia","Mollusca","Bivalvia","Nuculanida","Malletiidae",467.3,467.3,1.23552844690755,3.02849226779146
"115091","Johnsonathyris","Brachiopoda","Rhynchonellata","Athyridida","Athyrididae",372.2,372.2,0.867467487859051,2.03035017036554
"115094","Johnsonetes","Brachiopoda","Strophomenata","Productida","Strophochonetidae",407.6,407.6,1.00446468164795,2.39036255673
"115101","Johnstrupia","Mollusca","Gastropoda","Neotaenioglossa","",66,66,0.981516594305985,2.18310052002739
"115102","Jolonica","Brachiopoda","Rhynchonellata","Terebratulida","Frenulinidae",2.588,1,1.26410915630581,3.1771436610356
"115107","Jonesea","Brachiopoda","Strophomenata","Strophomenida","Xenambonitidae",438.5,423,0.575284087472517,1.16814705957403
"115127","Jonesia","Arthropoda","Ostracoda","Podocopida","Bythocytheridae",259.9,72.1,0.0849335749367161,-0.565434571889638
"115130","Jonesina","Arthropoda","Ostracoda","Palaeocopida","",387.7,272.3,0.139592895628503,-0.413721176185618
"115140","Jonesites","Arthropoda","Ostracoda","Palaeocopida","Bolliidae",453,453,-0.041718528226083,-0.916972432234326
"115141","Jouaniceras (Ainoceras)","Mollusca","Cephalopoda","","Nostoceratidae",86.3,86.3,1.22598088457959,0.974898275836719
"115142","Jouannetia","Mollusca","Bivalvia","Pholadida","Pholadidae",72.1,3.6,1.71180722904119,4.38224956038859
"115166","Jouannetia (Jouannetia)","Mollusca","Bivalvia","Myoida","Pholadidae",7.246,7.246,1.70671778233676,4.36778350426796
"115177","Jousseaumea","Mollusca","Gastropoda","","Cypraeidae",23.03,20.44,1.64453705777841,4.12977819084804
"115183","Jovellania","Mollusca","Cephalopoda","Oncocerida","Jovellaniidae",419.2,419.2,1.73727217653554,4.42538191076334
"115186","Joviatrypa","Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",440.8,440.8,1.4386214480454,3.68170376182527
"115195","Judahella","Arthropoda","Ostracoda","Podocopida","Cytheridae",259.9,208.5,-0.260378216824611,-1.52388820507989
"115210","Judicarites","Mollusca","Cephalopoda","Ceratitida","Danubitidae",247.2,247.2,1.63115375599278,4.13772616212314
"115216","Jugosocythereis","Arthropoda","Ostracoda","Podocopida","",33.9,33.9,-0.199970640755866,-1.35621984814372
"115223","Jujubinus","Mollusca","Gastropoda","Archaeogastropoda","Trochidae",66,1,1.06911285138712,2.44028968250698
"115272","Jujubinus (Strigosella)","Mollusca","Gastropoda","","Trochidae",66,13.82,0.988558956878616,2.20377742326827
"115275","Jujuyaspis","Arthropoda","Trilobita","Ptychopariida","Olenidae",485.4,485.4,1.36903022180915,2.77572557861507
"115326","Juliacorbula","Mollusca","Bivalvia","Pholadida","Corbulidae",72.1,1,1.27875360095283,3.15135385580992
"115439","Jungersenichthys","Chordata","bony fish","Gasterosteiformes","",56,56,1.91907809237607,3.84033746235915
"115440","Jupiteria","Mollusca","Bivalvia","Nuculanida","Nuculanidae",247.2,1,0.880813592280791,2.0202638115661
"115504","Juralina","Brachiopoda","Rhynchonellata","Terebratulida","Postepithyrididae",163.5,129.4,1.70731463358871,4.45856514750654
"115508","Juraphyllites","Mollusca","Cephalopoda","Phylloceratida","Juraphyllitidae",199.3,182.7,2.02448566769917,5.20393299923285
"115677","Jurassicardium","Mollusca","Bivalvia","Cardiida","Cardiidae",152.1,152.1,0.961658348637715,2.25005397352993
"115678","Jurassiphorus","Mollusca","Gastropoda","Neotaenioglossa","",208.5,208.5,1.13321945673249,2.62851147060138
"115679","Juresania","Brachiopoda","Strophomenata","Productida","Echinoconchidae",303.7,254.17,1.40534636017571,3.53198873151985
"115837","Juresanites","Mollusca","Cephalopoda","Goniatitida","Metalegoceratidae",298.9,290.1,1.90308998699194,4.87486510284958
"115852","Juvavites","Mollusca","Cephalopoda","Ceratitida","Juvavitidae",237,228,1.72800574314974,4.40026334210027
"115879","Juxathyris","Brachiopoda","Rhynchonellata","Athyridida","Athyrididae",290.1,252.17,1.26951294421792,3.19276740734253
"115970","Juxtamusium","Mollusca","Bivalvia","Pectinida","Pectinidae",3.6,3.6,1.54406804435028,3.90547387134288
"115972","Kaibabella","Mollusca","Bivalvia","Trigoniida","Schizodidae",279.3,259.9,1.10737958280445,2.66424664983546
"115985","Kailia","Arthropoda","Trilobita","Phacopida","Encrinuridae",438.5,433.4,1.94495125989864,4.38724073674872
"115989","Kainella","Arthropoda","Trilobita","Asaphida","Remopleurididae",485.4,485.4,1.96227460462331,4.43571410508753
"116054","Kaitangata","Mollusca","Gastropoda","Neotaenioglossa","",66,66,1.22076165397514,2.88554190935183
"116055","Kakanuiella","Brachiopoda","Rhynchonellata","Thecideida","Thecidelliniae",56,38,0.669715254985027,1.45859739836485
"116064","Kalentera","Mollusca","Bivalvia","Cardiida","Kalenteridae",208.5,190.8,1.68538340980149,4.30714346846116
"116073","Kallirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",182.7,152.1,1.35063560825895,3.42731397788412
"116115","Kamerunoceras","Mollusca","Cephalopoda","","Acanthoceratidae",100.5,93.9,2.30163758272687,5.95521012149483
"116118","Kammerkarites","Mollusca","Cephalopoda","Ammonitida","Schlotheimiidae",201.3,201.3,2.23010816460764,5.7613149597157
"116119","Kampella","Brachiopoda","Rhynchonellata","Orthida","Harknessellidae",438.5,438.5,0.966423345943693,2.31645711006133
"116121","Kangarina","Arthropoda","Ostracoda","Podocopida","Cytheruridae",38,11.62,-0.488116639021126,-2.15600307453716
"116126","Kaninia","Arthropoda","Trilobita","Ptychopariida","Asaphiscidae",485.4,485.4,1.67400771619219,3.62909925761501
"116131","Kaninospirifer","Brachiopoda","Rhynchonellata","Spiriferida","Trigonotretidae",272.3,268.8,1.97827184161064,5.24197240682578
"116135","Kaplex","Brachiopoda","Rhynchonellata","Terebratulida","Stringocephalidae",393.3,393.3,1.58951998957645,4.11799041283974
"116137","Karadagella","Brachiopoda","Rhynchonellata","Terebratulida","Muirwoodellidae",170.3,170.3,1.5999921775841,4.14826821266663
"116138","Karadagithyris","Brachiopoda","Rhynchonellata","Terebratulida","Muirwoodellidae",168.3,145,1.3356584522893,3.38401115233376
"116165","Karakaschiceras","Mollusca","Cephalopoda","","Neocomitidae",139.8,139.8,1.76522136630498,4.50114392329513
"116178","Karavankina","Brachiopoda","Strophomenata","Productida","Echinoconchidae",315.2,268.8,1.35945602012099,3.40130275562573
"116190","Karbous","Brachiopoda","Rhynchonellata","Atrypida","Glassiidae",407.6,393.3,1.02891966384791,2.49715010392672
"116195","Kargalites","Mollusca","Cephalopoda","Goniatitida","Marathonitidae",303.7,279.3,1.52296559549199,3.84445995872806
"116236","Karlicium","Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae",453,453,0.669364568551434,1.45758347332544
"116237","Karpinskia","Brachiopoda","Rhynchonellata","Atrypida","Karpinskiidae",419.2,393.3,1.46923274250661,3.77020891905341
"116256","Karsteniceras","Mollusca","Cephalopoda","","Leptoceratoididae",145,129.4,1.12839926871781,2.77490698634193
"116304","Kasakhstania","Brachiopoda","Rhynchonellata","Spiriferida","Spiriferidae",279.3,272.3,1.20574554094266,3.00839937742939
"116307","Kasetia","Brachiopoda","Strophomenata","Productida","Linoproductidae",295.5,272.3,1.00432137378264,2.38995444626039
"116311","Kashmirites","Mollusca","Cephalopoda","Ceratitida","Kashmiritidae",254.17,251.2,1.43392976560846,3.60311007649321
"116327","Kaskia","Arthropoda","Trilobita","Proetida","Proetidae",346.7,303.7,1.43048551414907,2.94768688685595
"116334","Kassinella","Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",458.4,358.9,0.860936620700094,1.98162501652448
"116344","Kassinella (Trimurellina)","Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",453,453,0.494061786136494,0.93684313587663
"116347","Katastrophomena","Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",453,427.4,1.42455497660671,3.58669080565722
"116433","Katastrophomena (Costistrophomena)","Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",453,453,1.32688180000996,3.30853827100601
"116437","Katastrophomena (Katastrophomena)","Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",440.8,427.4,1.42455497660671,3.58669080565722
"116443","Katelysia","Mollusca","Bivalvia","Cardiida","Veneridae",38,1,1.77815125038364,4.57082336649059
"116445","Kathetostoma","Chordata","bony fish","Uranoscopiformes","Uranoscopidae",5.333,5.333,2.95424250943932,6.81218028331687
"116446","Katoptychia","Mollusca","Gastropoda","Murchisoniina","Loxonematidae",410.8,372.2,1.34453781473268,3.24895797507124
"116452","Katosira","Mollusca","Gastropoda","","Settsassiidae",237,168.3,1.63032615480395,4.08805391682234
"116492","Katroliceras","Mollusca","Cephalopoda","Ammonitida","Ataxioceratidae",157.3,152.1,1.93741758147714,4.96791708986701
"116499","Katuniella","Brachiopoda","Rhynchonellata","Rhynchonellida","Leiorhynchidae",419.2,407.6,1.20167017964658,2.99661645551707
"116507","Kawhiarhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Acanthothirididae",166.1,152.1,1.27168675023893,3.19905244190443
"116537","Kawina","Arthropoda","Trilobita","Phacopida","Cheiruridae",467.3,467.3,1.68286679566232,3.65388831706764
"116542","Kayatia","Arthropoda","Ostracoda","Palaeocopida","",438.5,438.5,0.205677930686138,-0.230294361748078
"116543","Kayseraspis","Arthropoda","Trilobita","Asaphida","Asaphidae",485.4,477.7,1.70871826028457,3.72622466935112
"116554","Kayserella","Brachiopoda","Rhynchonellata","Orthida","Kayserellidae",410.8,382.7,0.878521795501206,2.06231102838008
"116560","Kayseria","Brachiopoda","Rhynchonellata","Athyridida","Kayseriidae",410.8,393.3,1.1542717759931,2.85957543057678
"116565","Kayserops","Arthropoda","Trilobita","Phacopida","Dalmanitidae",407.6,393.3,1.49080095201085,3.11645870791352
"116570","Kazakhoceras","Mollusca","Cephalopoda","Goniatitida","Berkhoceratidae",346.7,346.7,1.72073797701843,4.38056257104892
"116575","Kazanskyella","Mollusca","Cephalopoda","","Parahoplitidae",125,113,1.76989403581217,4.51381015257336
"116578","Keeneia","Mollusca","Gastropoda","Euomphalina","Platyceratidae",330.9,265.1,2.01845083238636,5.22761699966762
"116611","Kegelites","Arthropoda","Ostracoda","Palaeocopida","Amphissitidae",259.9,254.17,-0.354700568859025,-1.78569102547394
"116622","Keilostoma","Mollusca","Gastropoda","Sorbeoconcha","Diastomatidae",66,41.3,1.40517554621799,3.42699489006093
"116642","Kellerella","Brachiopoda","Rhynchonellata","Athyridida","",458.4,453,1.09014043763422,2.67415517035572
"116645","Kelletia","Mollusca","Gastropoda","Neogastropoda","Buccinidae",66,1,2.13328336586099,5.56477390675325
"116657","Kelletia (Kelletia)","Mollusca","Gastropoda","Neogastropoda","Buccinidae",23.03,1,2.06822297934645,5.37375174580891
"116662","Kellettella","Arthropoda","Ostracoda","Podocopida","Cytheridae",307,259.9,0.0232524596337114,-0.736637787278989
"116672","Kellettina","Arthropoda","Ostracoda","Palaeocopida","Kellettinidae",303.7,254.17,0.112336835745317,-0.489373587266738
"116691","Kellia","Mollusca","Bivalvia","Cardiida","Kelliidae",41.3,1,0.98147882792639,2.30639097485427
"116703","Kelliella","Mollusca","Bivalvia","Cardiida","Kelliellidae",66,3.6,1.17609125905568,2.8595501911668
"116724","Kellnerites","Mollusca","Cephalopoda","Ceratitida","Ceratitidae",247.2,247.2,1.88138465677057,4.81602835252503
"116743","Kelsovia","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae",295.5,290.1,1.6097011023794,4.17633922144456
"116749","Kempfina","Arthropoda","Ostracoda","Podocopida","Bairdiidae",254.17,254.17,-0.200659450546418,-1.35813172101365
"116761","Kennicottia","Mollusca","Cephalopoda","","Desmoceratidae",113,113,1.78781456706302,4.56238742885233
"116770","Kentronetes","Brachiopoda","Strophomenata","Productida","Strophochonetidae",443.4,419.2,1.22865695810894,3.02881471032691
"116774","Kenzieana","Mollusca","Bivalvia","Cyrtodontida","Spanilidae",430.5,430.5,1.16435285578444,2.82618538545217
"116775","Keokukia","Brachiopoda","Strophomenata","Productida","Productidae",358.9,346.7,1.47465325336206,3.72936009467491
"116780","Kepplerites","Mollusca","Cephalopoda","","Kosmoceratidae",168.3,166.1,1.97358962342726,5.06596883011896
"116786","Kericserella","Brachiopoda","Rhynchonellata","Rhynchonellida","Norellidae",190.8,190.8,0.928651846653695,2.20724995164994
"116792","Keyserlingina","Brachiopoda","Strophomenata","Productida","Lyttoniidae",298.9,254.17,1.4519398693651,3.66467718428545
"116822","Keyserlingites","Mollusca","Cephalopoda","Ceratitida","Sibiritidae",251.2,251.2,1.71420997089275,4.36286707125159
"116828","Kheraites","Mollusca","Cephalopoda","","Oppeliidae",166.1,166.1,1.83058866868514,4.67833540623072
"116829","Kiaeria","Arthropoda","Ostracoda","Leperditicopida","",433.4,419.2,1.22010808804006,2.5853762673211
"116834","Kiaeroceras","Mollusca","Cephalopoda","Discosorida","Cyrtogomphoceratidae",453,453,2.49310936010379,6.4742336537253
"116836","Kiaeromena","Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae",458.4,443.4,1.65867902858245,4.25342655388337
"116844","Kiaeromena (Kiaeromena)","Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae",458.4,458.4,1.65867902858245,4.25342655388337
